"","state","year","st","cfc","hcbs","bip","mcaid_exp","care","ltci","spouse_pay_mcaid","spouse_pay_st","first","start","rel_yr"
"930","WI",2017,49,0,1,0,0,0,1,0,0,NA,NA,NA
"931","WI",2018,49,0,1,0,0,0,1,0,0,NA,NA,NA
"932","WV",2000,50,0,0,0,0,0,1,0,0,NA,NA,NA
"933","WV",2001,50,0,0,0,0,0,1,0,0,NA,NA,NA
"934","WV",2002,50,0,0,0,0,0,1,0,0,NA,NA,NA
"935","WV",2003,50,0,0,0,0,0,1,0,0,NA,NA,NA
"936","WV",2004,50,0,0,0,0,0,1,0,0,NA,NA,NA
"937","WV",2005,50,0,0,0,0,0,1,0,0,NA,NA,NA
"938","WV",2006,50,0,0,0,0,0,1,0,0,NA,NA,NA
"939","WV",2007,50,0,0,0,0,0,1,0,0,NA,NA,NA
"940","WV",2008,50,0,0,0,0,0,1,0,0,NA,NA,NA
"941","WV",2009,50,0,0,0,0,0,1,0,0,NA,NA,NA
"942","WV",2010,50,0,0,0,0,0,1,0,0,NA,NA,NA
"943","WV",2011,50,0,0,0,0,0,1,0,0,NA,NA,NA
"944","WV",2012,50,0,0,0,0,0,1,0,0,NA,NA,NA
"945","WV",2013,50,0,0,0,0,0,1,0,0,NA,NA,NA
"946","WV",2014,50,0,0,0,1,0,1,0,0,NA,NA,NA
"947","WV",2015,50,0,0,0,1,1,1,0,0,NA,NA,NA
"948","WV",2016,50,0,0,0,1,1,1,0,0,NA,NA,NA
"949","WV",2017,50,0,0,0,1,1,1,0,0,NA,NA,NA
"950","WV",2018,50,0,0,0,1,1,1,0,0,NA,NA,NA
"951","WY",2000,51,0,0,0,0,0,0,0,0,NA,NA,NA
"952","WY",2001,51,0,0,0,0,0,0,0,0,NA,NA,NA
"953","WY",2002,51,0,0,0,0,0,0,0,0,NA,NA,NA
"954","WY",2003,51,0,0,0,0,0,0,0,0,NA,NA,NA
"955","WY",2004,51,0,0,0,0,0,0,0,0,NA,NA,NA
"956","WY",2005,51,0,0,0,0,0,0,0,0,NA,NA,NA
"957","WY",2006,51,0,0,0,0,0,0,0,0,NA,NA,NA
"958","WY",2007,51,0,0,0,0,0,0,0,0,NA,NA,NA
"959","WY",2008,51,0,0,0,0,0,0,0,0,NA,NA,NA
"960","WY",2009,51,0,0,0,0,0,0,0,0,NA,NA,NA
"961","WY",2010,51,0,0,0,0,0,0,0,0,NA,NA,NA
"962","WY",2011,51,0,0,0,0,0,0,0,0,NA,NA,NA
"963","WY",2012,51,0,0,0,0,0,0,0,0,NA,NA,NA
"964","WY",2013,51,0,0,0,0,0,0,0,0,NA,NA,NA
"965","WY",2014,51,0,0,0,0,0,0,0,0,NA,NA,NA
"966","WY",2015,51,0,0,0,0,0,0,0,0,NA,NA,NA
"967","WY",2016,51,0,0,0,0,1,0,0,0,NA,NA,NA
"968","WY",2017,51,0,0,0,0,1,0,0,0,NA,NA,NA
"969","WY",2018,51,0,0,0,0,1,0,0,0,NA,NA,NA
